release_year,runtime,seasons,imdb_score,type,title
1996,90,0.0,5.5,MOVIE,In the Blink of an Eye
1997,81,0.0,4.1,MOVIE,Against The Law
1996,149,0.0,7.3,MOVIE,The Peacock Spring
1998,85,0.0,6.3,MOVIE,The Marriage Fool
1992,93,0.0,7.6,MOVIE,The Boys of St. Vincent
1998,79,0.0,7.5,MOVIE,The Port of Last Resort
1993,85,0.0,5.0,MOVIE,Rain Without Thunder
1996,113,0.0,7.0,MOVIE,The Hunters
1996,131,0.0,7.9,MOVIE,Coimbatore Mappillai
1996,92,0.0,4.9,MOVIE,Angel Flight Down
1997,97,0.0,6.8,MOVIE,I Went Down
1999,100,0.0,5.8,MOVIE,The Joyriders
1999,100,0.0,5.6,MOVIE,"Come On, Get Happy: The Partridge Family Story"
1999,117,0.0,6.0,MOVIE,Grey Owl
1999,100,0.0,6.5,MOVIE,Love Letters
2000,90,0.0,6.2,MOVIE,Sharing the Secret
1992,97,0.0,5.1,MOVIE,"Me, Myself and I"
1999,105,0.0,6.8,MOVIE,Solomon and Gaenor
1992,95,0.0,5.6,MOVIE,Stormy Weathers
1993,90,0.0,3.1,MOVIE,Journey to the Center of the Earth
2000,104,0.0,6.4,MOVIE,Harlan County War
2000,109,0.0,6.8,MOVIE,The Luzhin Defence
1998,105,0.0,6.0,MOVIE,A Marriage of Convenience
1994,140,0.0,6.7,MOVIE,Veera
1991,94,0.0,6.0,MOVIE,The Return of Eliot Ness
1995,83,0.0,3.7,MOVIE,A Bucket of Blood
1998,27,0.0,7.8,MOVIE,Three Stooges: Family Album
1992,92,0.0,4.4,MOVIE,Severed Ties
2000,26,2.0,7.6,SHOW,Marvin the Tap-Dancing Horse
1995,85,0.0,6.5,MOVIE,Salto al vacío
1996,92,0.0,6.4,MOVIE,Broken English
1995,98,0.0,5.6,MOVIE,Convict Cowboy
1998,95,0.0,2.8,MOVIE,Legion of Fire: Killer Ants
1996,60,0.0,6.4,MOVIE,McLeod's Daughters
1994,101,0.0,5.9,MOVIE,Once Upon a Time in China V
1991,90,0.0,6.2,MOVIE,Carolina Skeletons
1998,105,0.0,3.6,MOVIE,The Gardener
1996,108,0.0,6.9,MOVIE,Small Faces
1997,179,0.0,7.0,MOVIE,Dil To Pagal Hai
1997,94,0.0,5.5,MOVIE,Eat Your Heart Out
1996,90,0.0,6.0,MOVIE,Vows of Deception
1998,91,0.0,4.5,MOVIE,The Escape
1996,92,0.0,6.8,MOVIE,Nightjohn
1997,86,0.0,4.5,MOVIE,Volcano: Fire on the Mountain
1994,90,0.0,3.8,MOVIE,Till the End of the Night
1999,96,0.0,5.5,MOVIE,Outlaw Justice
1991,167,0.0,8.2,MOVIE,Gunaa
1997,94,0.0,4.8,MOVIE,White Lies
1997,91,0.0,5.0,MOVIE,The Shooter
1999,56,0.0,7.4,MOVIE,The Mystery of Chaco Canyon
1997,101,0.0,6.5,MOVIE,The Ride
1994,87,0.0,5.9,MOVIE,Deadly Vows
1993,156,0.0,6.2,MOVIE,Uzhaippali
1993,93,0.0,3.6,MOVIE,The Criminal Mind
1996,120,0.0,5.3,MOVIE,Have You Seen My Son
1995,150,0.0,5.2,MOVIE,Periya Kudumbam
1992,85,0.0,3.3,MOVIE,Fraternity Demon
1994,94,0.0,5.8,MOVIE,Outlaws: The Legend of O.B. Taggart
1994,180,0.0,5.5,MOVIE,Dilwale
1994,90,0.0,8.3,MOVIE,Pat and Margaret
1994,92,1.0,6.6,SHOW,World War II: When Lions Roared
1996,97,0.0,4.1,MOVIE,Red Ribbon Blues
1999,89,0.0,4.4,MOVIE,Angel in Training
1994,120,0.0,6.4,MOVIE,Cries from the Heart
1998,105,0.0,5.9,MOVIE,The Inspectors
1994,79,0.0,6.8,MOVIE,Murder in Mind
2000,88,0.0,4.4,MOVIE,Nostradamus
1995,110,0.0,6.0,MOVIE,The Adventurers
1992,92,0.0,5.5,MOVIE,Fatal Memories
1991,93,0.0,7.0,MOVIE,Us
2000,89,0.0,5.2,MOVIE,Possessed
1998,84,0.0,6.1,MOVIE,The American
1993,178,0.0,7.6,MOVIE,Daar
1993,83,0.0,5.4,MOVIE,Doorways
1996,94,0.0,4.1,MOVIE,Steel Sharks
1994,138,0.0,7.7,MOVIE,Unishe April
1999,98,0.0,6.1,MOVIE,Silver Wolf
1998,165,0.0,5.5,MOVIE,Duplicate
1991,103,0.0,6.9,MOVIE,The Black Velvet Gown
1999,90,0.0,5.2,MOVIE,Absence of the Good
1998,92,0.0,4.6,MOVIE,Deadly Game
1999,90,0.0,4.0,MOVIE,Hellblock 13
1998,91,0.0,5.3,MOVIE,The Real Macaw
1992,155,0.0,3.8,MOVIE,Beta
1998,10,2.0,7.8,SHOW,Rex the Runt
1995,120,0.0,6.0,MOVIE,Abandoned and Deceived
1992,83,0.0,3.2,MOVIE,Hammer Down
1995,162,0.0,6.5,MOVIE,Taqdeerwala
2000,92,0.0,6.0,MOVIE,Dark Prince: The True Story of Dracula
1993,88,0.0,5.5,MOVIE,The Hawk
2000,29,1.0,7.3,SHOW,I've Got a Secret
1996,100,0.0,7.0,MOVIE,For Hope
1999,104,0.0,6.0,MOVIE,Do You Wanna Dance?
1997,100,0.0,5.5,MOVIE,Final Descent
1996,25,4.0,7.2,SHOW,Stickin' Around
1992,90,0.0,5.2,MOVIE,Split Images
1998,92,0.0,5.1,MOVIE,The Patron Saint of Liars
2000,162,0.0,6.3,MOVIE,Vaanavil
1998,84,0.0,4.1,MOVIE,Pep Squad
1998,90,0.0,4.8,MOVIE,Mind Games
1991,93,0.0,5.5,MOVIE,Another Pair of Aces: Three of a Kind
2000,97,0.0,4.8,MOVIE,Lured Innocence
1996,96,0.0,4.8,MOVIE,Murder at My Door
1999,85,0.0,5.2,MOVIE,Her Married Lover
1999,168,0.0,5.5,MOVIE,Hum Aapke Dil Mein Rehte Hain
1998,96,0.0,6.1,MOVIE,The Long Island Incident
2000,93,0.0,5.1,MOVIE,First Target
1997,115,0.0,6.1,MOVIE,Too Close To Home
2000,99,0.0,5.5,MOVIE,Across the Line
1996,91,0.0,5.1,MOVIE,A Loss of Innocence
1997,86,0.0,4.9,MOVIE,Home Invasion
1992,95,0.0,5.5,MOVIE,Hard Promises
2000,98,0.0,5.6,MOVIE,Beautiful Joe
1998,172,0.0,6.3,MOVIE,Doli Saja Ke Rakhna
1991,104,0.0,6.6,MOVIE,A Chinese Ghost Story III
1993,101,0.0,5.8,MOVIE,Once Upon a Time in China IV
1993,133,0.0,6.3,MOVIE,Don't Leave Me This Way
1996,86,0.0,5.6,MOVIE,Terror in the Family
1991,155,0.0,7.1,MOVIE,Azhagan
1991,96,0.0,5.8,MOVIE,Absolute Strangers
1998,92,0.0,4.1,MOVIE,Sweet Deception
2000,110,0.0,5.0,MOVIE,Living in Fear
1993,149,0.0,6.1,MOVIE,Gumrah
1995,95,0.0,4.9,MOVIE,Deadly Family Secrets
1991,187,0.0,7.2,MOVIE,Lamhe
2000,92,0.0,3.4,MOVIE,The King's Guard
1993,94,0.0,4.4,MOVIE,Ring of Fire II: Blood and Steel
1996,105,0.0,6.4,MOVIE,A Holiday for Love
1994,155,0.0,5.9,MOVIE,Yeh Dillagi
1994,88,0.0,3.9,MOVIE,Every Breath
1997,125,0.0,6.7,MOVIE,Bright Hair
1996,71,0.0,7.9,MOVIE,King girl
1995,81,0.0,7.2,MOVIE,Go Now
2000,120,0.0,6.7,MOVIE,The Color of Love: Jacey's Story
1997,57,0.0,5.7,MOVIE,Richard Lewis: The Magical Misery Tour
1994,48,2.0,8.0,SHOW,The Tales of Para Handy
1991,95,0.0,4.4,MOVIE,Where Sleeping Dogs Lie
1999,120,0.0,6.1,MOVIE,"Michael Landon, the Father I Knew"
1995,91,0.0,6.2,MOVIE,The Michelle Apartments
1994,95,0.0,5.7,MOVIE,Next Door
2000,21,2.0,6.6,SHOW,Timothy Goes to School
1995,93,0.0,6.3,MOVIE,Voices
1996,91,0.0,4.4,MOVIE,Sudden Terror: The Hijacking of School Bus #17
1998,105,0.0,5.5,MOVIE,The Fixer
1996,79,0.0,7.0,MOVIE,Joe & Joe
1991,103,0.0,6.3,MOVIE,The Black Candle
1996,160,0.0,5.8,MOVIE,Diljale
1993,104,0.0,6.8,MOVIE,The Mystery of the Sphinx
1993,180,0.0,4.7,MOVIE,Diana: Her True Story
1991,91,0.0,4.0,MOVIE,Hangfire
1996,90,0.0,3.0,MOVIE,Timelock
1991,90,0.0,4.7,MOVIE,No Secrets
1996,95,0.0,4.9,MOVIE,Paper Dragons
1994,91,0.0,6.0,MOVIE,The Disappearance of Vonnie
1999,88,0.0,4.9,MOVIE,ATF
1992,81,0.0,5.4,MOVIE,Double Edge
1996,96,0.0,7.0,MOVIE,Broken Glass
2000,88,0.0,6.2,MOVIE,The Hands of a Madman
1999,120,0.0,5.9,MOVIE,A Memory in My Heart
1999,80,0.0,5.6,MOVIE,A Monkey's Tale
1991,91,0.0,4.1,MOVIE,Ragin Cajun
1993,143,0.0,6.0,MOVIE,Aaina
1991,95,0.0,6.0,MOVIE,Salmonberries
1995,100,0.0,5.8,MOVIE,Cruel Train
1991,105,0.0,6.1,MOVIE,The Whereabouts of Jenny
1995,210,0.0,6.2,MOVIE,Liz: The Elizabeth Taylor Story
1997,150,0.0,7.0,MOVIE,The Heart Surgeon
1996,48,0.0,7.6,MOVIE,Je Suis A Stand-up – Eddie Izzard Abroad
1995,91,0.0,6.2,MOVIE,Friends at Last
2000,86,0.0,4.0,MOVIE,Shutterspeed
1992,99,0.0,5.3,MOVIE,The Lost World
1994,30,0.0,5.8,MOVIE,We Wish You a Merry Christmas
2000,149,0.0,7.6,MOVIE,Rhythm
1993,159,0.0,5.2,MOVIE,Anari
1999,92,0.0,7.3,MOVIE,One Special Night
1998,97,0.0,5.9,MOVIE,La Cucaracha
1998,120,0.0,5.5,MOVIE,Little White Lies
1997,92,0.0,5.9,MOVIE,Address Unknown
1996,85,0.0,6.2,MOVIE,Brazen Hussies
1991,30,0.0,8.3,MOVIE,Tommy Davidson: Illin' in Philly
1996,120,0.0,7.7,MOVIE,Selva
1996,93,0.0,4.8,MOVIE,"Mother, May I Sleep with Danger?"
2000,60,0.0,3.5,MOVIE,Love The One You're With
1994,79,0.0,6.9,MOVIE,Genghis Cohn
1994,98,0.0,4.3,MOVIE,Savage Land
1996,97,0.0,4.0,MOVIE,Where Truth Lies
1992,150,0.0,5.5,MOVIE,Kasak
1998,90,0.0,4.0,MOVIE,Assignment Berlin
1995,98,0.0,6.3,MOVIE,American Daughter
1996,150,0.0,4.8,MOVIE,Enakkoru Magan Pirappan
1994,93,0.0,5.1,MOVIE,Deathfight
1997,160,0.0,8.2,MOVIE,Kaadhalukku Mariyaadai
1997,143,0.0,5.1,MOVIE,Raasi
1994,100,0.0,5.4,MOVIE,Baby Brokers
1995,77,0.0,5.2,MOVIE,It Might Be You
1997,145,0.0,5.7,MOVIE,Vallal
2000,93,0.0,4.3,MOVIE,Starforce
1994,53,0.0,6.9,MOVIE,Late Flowering Lust
1996,89,0.0,7.3,MOVIE,Flowers of the Forest
1993,120,0.0,6.2,MOVIE,Silent Cries
1998,150,0.0,6.7,MOVIE,Baba Keno Chakar
1996,156,0.0,6.4,MOVIE,Biyer Phul
1992,105,0.0,8.2,MOVIE,Acts of Defiance
1991,149,0.0,5.8,MOVIE,Rupaye Dus Karod
1991,125,0.0,7.2,MOVIE,Bidhilipi
1997,74,0.0,7.8,MOVIE,In Your Dreams
1993,26,1.0,7.2,SHOW,Dragon Half
1995,95,0.0,6.1,MOVIE,Never Say Never: The Deidre Hall Story
2000,93,0.0,4.2,MOVIE,Convergence
1994,108,0.0,6.2,MOVIE,Mugguru Monagallu
1999,89,0.0,3.9,MOVIE,Final Run
1993,93,0.0,6.0,MOVIE,Age of Treason
1997,92,0.0,6.6,MOVIE,Miracle in the Woods
1993,89,0.0,5.9,MOVIE,The Perfect Husband
1993,95,0.0,5.6,MOVIE,Fugitive Nights: Danger in the Desert
1994,91,0.0,6.0,MOVIE,One of Her Own
1995,10,0.0,6.4,MOVIE,Tributaries
1993,90,0.0,5.9,MOVIE,Miracle on Interstate 880
1991,100,0.0,6.2,MOVIE,Mission of the Shark: The Saga of the U.S.S. Indianapolis
1992,105,0.0,5.3,MOVIE,Those Secrets
1998,99,0.0,5.4,MOVIE,Boy Meets Girl
1993,73,0.0,1.8,MOVIE,The Last House on the Street
1992,96,0.0,6.2,MOVIE,From the Files of Joseph Wambaugh: A Jury of One
1997,85,0.0,7.2,MOVIE,Kick of Death
1991,157,0.0,2.7,MOVIE,Prem Qaidi
1991,96,0.0,4.2,MOVIE,The Good Policeman
1997,91,0.0,7.3,MOVIE,Cold Enough for Snow
1998,120,0.0,3.1,MOVIE,Loyal Opposition
2000,97,0.0,5.4,MOVIE,Tempest Eye
2000,119,0.0,7.8,MOVIE,Utsab
2000,87,0.0,5.3,MOVIE,Sensitive New-Age Killer
1991,120,0.0,6.8,MOVIE,Christmas on Division Street
1991,110,0.0,6.7,MOVIE,Tenderness
1997,94,0.0,5.0,MOVIE,Lovest
2000,153,0.0,6.3,MOVIE,Budget Padmanabhan
2000,105,0.0,5.7,MOVIE,Poor Liza
1998,90,0.0,4.7,MOVIE,Rag and Bone
2000,90,0.0,6.3,MOVIE,Summer in the Suburbs
1993,95,0.0,5.6,MOVIE,Staying Afloat
1993,95,0.0,6.7,MOVIE,Spirit Rider
2000,90,0.0,6.0,MOVIE,Devil's Gold
2004,126,0.0,7.2,MOVIE,The Passion of the Christ
2010,58,6.0,8.7,SHOW,Downton Abbey
2005,24,9.0,8.3,SHOW,How I Met Your Mother
2004,44,8.0,8.7,SHOW,House
2001,24,9.0,8.4,SHOW,Scrubs
2006,53,8.0,8.7,SHOW,Dexter
2001,90,0.0,7.9,MOVIE,Shrek
2009,23,6.0,8.5,SHOW,Community
2008,109,0.0,6.4,MOVIE,Mamma Mia!
2009,28,2.0,8.3,SHOW,Party Down
2008,111,0.0,6.9,MOVIE,Pineapple Express
2006,44,8.0,8.4,SHOW,Psych
2009,108,0.0,6.7,MOVIE,The Proposal
2006,139,0.0,7.8,MOVIE,Apocalypto
2002,43,8.0,8.0,SHOW,Monk
2004,92,0.0,6.7,MOVIE,DodgeBall: A True Underdog Story
2008,93,0.0,7.8,MOVIE,Taken
2009,95,0.0,7.7,MOVIE,(500) Days of Summer
2005,109,0.0,6.7,MOVIE,The Hitchhiker's Guide to the Galaxy
2009,113,0.0,7.9,MOVIE,District 9
2004,7,7.0,6.3,SHOW,Peppa Pig
2004,93,0.0,7.3,MOVIE,Shrek 2
2003,21,3.0,6.1,SHOW,Sonic X
2010,142,0.0,7.8,MOVIE,I Saw the Devil
2010,22,1.0,7.4,SHOW,The Kids in the Hall: Death Comes to Town
2004,127,0.0,7.5,MOVIE,Sideways
2001,183,0.0,6.2,MOVIE,Pearl Harbor
2009,121,0.0,6.2,MOVIE,Knowing
2003,139,0.0,7.4,MOVIE,Open Range
2002,117,0.0,7.7,MOVIE,Road to Perdition
2006,46,5.0,7.9,SHOW,Eureka
2008,24,3.0,8.4,SHOW,The Inbetweeners
2002,108,0.0,6.2,MOVIE,Sweet Home Alabama
2008,166,0.0,7.8,MOVIE,The Curious Case of Benjamin Button
2003,44,24.0,5.6,SHOW,America's Next Top Model
2006,88,0.0,6.9,MOVIE,Crank
2004,101,0.0,7.7,MOVIE,The Machinist
2004,24,1.0,8.5,SHOW,Garth Marenghi's Darkplace
2009,104,0.0,7.1,MOVIE,Brothers
2002,92,0.0,6.9,MOVIE,Bubba Ho-tep
2006,125,0.0,7.5,MOVIE,Tell No One
2009,136,0.0,6.6,MOVIE,The Lovely Bones
2006,102,0.0,7.1,MOVIE,Cashback
2010,104,0.0,6.4,MOVIE,She's Out of My League
2006,139,0.0,4.2,MOVIE,The Guardian
2008,95,0.0,8.5,MOVIE,Dear Zachary: A Letter to a Son About His Father
2008,44,5.0,7.9,SHOW,Merlin
2009,152,0.0,7.8,MOVIE,The Girl with the Dragon Tattoo
2005,112,0.0,7.8,MOVIE,Crash
2008,119,0.0,7.3,MOVIE,Revolutionary Road
2001,90,0.0,6.2,MOVIE,Jeepers Creepers
2010,93,0.0,6.3,MOVIE,Shrek Forever After
2004,102,0.0,7.4,MOVIE,Garden State
2008,4,1.0,8.4,SHOW,Between Two Ferns with Zach Galifianakis
2003,113,0.0,6.7,MOVIE,Under the Tuscan Sun
2001,111,0.0,7.3,MOVIE,Ghost World
2009,85,0.0,7.3,MOVIE,Black Dynamite
2007,89,0.0,6.2,MOVIE,Hitman
2008,121,0.0,7.1,MOVIE,Valkyrie
2007,23,4.0,7.4,SHOW,Secret Diary of a Call Girl
2008,110,0.0,6.8,MOVIE,Bottle Shock
2002,138,0.0,7.1,MOVIE,We Were Soldiers
2003,105,0.0,6.5,MOVIE,Out of Time
2010,51,2.0,8.3,SHOW,Prisoners of War
2009,81,0.0,6.0,MOVIE,The Poughkeepsie Tapes
2010,97,0.0,6.3,MOVIE,Date Night
2004,26,2.0,8.0,SHOW,Elfen Lied
2001,119,0.0,5.7,MOVIE,Planet of the Apes
2003,95,0.0,4.7,MOVIE,"Legally Blonde 2: Red, White & Blonde"
2007,87,0.0,6.7,MOVIE,Eagle vs Shark
2008,93,0.0,8.8,MOVIE,Chocolate
2008,96,0.0,7.1,MOVIE,JCVD
2001,106,0.0,6.4,MOVIE,Hardball
2009,45,4.0,7.9,SHOW,Whitechapel
2010,55,5.0,8.5,SHOW,Rake
2007,85,0.0,6.3,MOVIE,Paranormal Activity
2008,112,0.0,7.2,MOVIE,The Bank Job
2010,141,0.0,7.5,MOVIE,13 Assassins
2010,101,0.0,6.3,MOVIE,All Good Things
2010,97,0.0,7.2,MOVIE,Four Lions
2004,58,8.0,8.2,SHOW,Hustle
2008,70,0.0,8.5,MOVIE,George Carlin: It's Bad for Ya!
2007,98,0.0,5.2,MOVIE,Eden Log
2006,40,17.0,4.7,SHOW,Bad Girls Club
2006,104,0.0,7.6,MOVIE,Fearless
2006,52,4.0,6.6,SHOW,Ugly Betty
2002,104,0.0,5.5,MOVIE,The Hot Chick
2005,92,0.0,6.4,MOVIE,London
2005,127,0.0,7.8,MOVIE,The World's Fastest Indian
2003,104,0.0,5.6,MOVIE,Jeepers Creepers 2
2009,88,0.0,6.3,MOVIE,The Collector
2005,98,0.0,6.3,MOVIE,Flightplan
2002,117,0.0,7.3,MOVIE,24 Hour Party People
2002,134,0.0,6.1,MOVIE,Windtalkers
2009,96,0.0,6.4,MOVIE,The Ugly Truth
2003,105,0.0,7.1,MOVIE,Ong Bak: Muay Thai Warrior
2001,81,0.0,5.2,MOVIE,Pootie Tang
2004,92,0.0,6.7,MOVIE,Saved!
2003,105,0.0,6.6,MOVIE,The Recruit
2010,46,12.0,7.2,SHOW,Gold Rush
2009,130,0.0,7.1,MOVIE,The Girl Who Played with Fire
2009,101,0.0,6.8,MOVIE,Defendor
2010,23,2.0,8.2,SHOW,Todd and the Book of Pure Evil
2010,133,0.0,7.3,MOVIE,The Way Back
2010,45,3.0,8.0,SHOW,The Indian Doctor
2010,148,0.0,7.4,MOVIE,Biutiful
2009,19,7.0,6.5,SHOW,Dinosaur Train
2005,110,0.0,5.4,MOVIE,The Ring Two
2004,97,0.0,5.6,MOVIE,Saving Face
2005,31,22.0,7.7,SHOW,8 out of 10 Cats
2005,47,6.0,8.4,SHOW,I Shouldn't Be Alive
2010,101,0.0,5.0,MOVIE,Tooth Fairy
2010,44,6.0,7.5,SHOW,Republic of Doyle
2006,25,3.0,7.2,SHOW,H2O: Just Add Water
2003,119,0.0,6.3,MOVIE,Paycheck
2006,122,0.0,7.5,MOVIE,The Namesake
2006,83,0.0,6.2,MOVIE,The Foot Fist Way
2009,85,0.0,6.0,MOVIE,Carriers
2002,1,1.0,7.6,SHOW,Wallace & Gromit's Cracking Contraptions
2001,22,6.0,7.1,SHOW,Totally Spies!
2005,90,0.0,5.4,MOVIE,"Yours, Mine & Ours"
2001,63,5.0,7.7,SHOW,Murphy's Law
2006,87,0.0,5.7,MOVIE,Game 6
2004,86,0.0,4.5,MOVIE,Soul Plane
2004,93,0.0,7.0,MOVIE,A League of Ordinary Gentlemen
2010,37,28.0,2.2,SHOW,The Only Way Is Essex
2006,39,16.0,7.3,SHOW,Great British Menu
2002,101,0.0,6.7,MOVIE,Spun
2004,100,0.0,7.2,MOVIE,Super Size Me
2010,86,0.0,7.5,MOVIE,180° South
2006,98,0.0,6.1,MOVIE,The Groomsmen
2009,64,1.0,7.9,SHOW,Boys Over Flowers
2005,21,4.0,8.3,SHOW,Meerkat Manor
2010,93,0.0,6.7,MOVIE,The Perfect Host
2009,98,0.0,6.6,MOVIE,I Love You Phillip Morris
2005,118,0.0,5.6,MOVIE,Be Cool
2004,23,8.0,6.2,SHOW,Winx Club
2010,94,0.0,5.4,MOVIE,The Spy Next Door
2009,112,0.0,6.2,MOVIE,Dorian Gray
2002,107,0.0,7.6,MOVIE,Bloody Sunday
2008,44,6.0,7.5,SHOW,Packed to the Rafters
2004,95,0.0,5.6,MOVIE,Win a Date with Tad Hamilton!
2010,26,1.0,7.0,SHOW,Look: The Series
2008,30,2.0,8.0,SHOW,Toradora!
2010,25,3.0,8.1,SHOW,Dance Academy
2010,116,0.0,7.6,MOVIE,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?)
2009,93,0.0,6.4,MOVIE,The Joneses
2003,90,0.0,4.3,MOVIE,Tiptoes
2008,88,0.0,5.6,MOVIE,The Babysitters
2007,92,0.0,6.2,MOVIE,Lions for Lambs
2004,100,0.0,7.3,MOVIE,Pusher II
2009,109,0.0,6.2,MOVIE,Case 39
2007,126,0.0,7.0,MOVIE,The Warlords
2005,46,6.0,4.9,SHOW,Deal or No Deal
2003,105,0.0,5.6,MOVIE,Bringing Down the House
2007,97,0.0,6.9,MOVIE,Charlie Bartlett
2007,7,6.0,8.0,SHOW,Shaun the Sheep
2009,84,0.0,5.3,MOVIE,Serious Moonlight
2006,84,0.0,5.6,MOVIE,S&Man
2001,22,5.0,7.1,SHOW,The Bernie Mac Show
2009,59,1.0,8.7,SHOW,Victorian Farm
2005,87,0.0,7.1,MOVIE,Jesse Stone: Stone Cold
2007,101,0.0,7.6,MOVIE,Evangelion: 1.0 You Are (Not) Alone
2002,44,2.0,7.0,SHOW,Jeremiah
2003,23,1.0,6.9,SHOW,Ninja Scroll: The Series
2003,113,0.0,6.8,MOVIE,I Capture the Castle
2007,90,0.0,7.5,MOVIE,The Band's Visit
2005,85,1.0,6.5,SHOW,The Triangle
2007,52,2.0,6.5,SHOW,Holby Blue
2010,118,0.0,6.9,MOVIE,The Perfect Game
2006,44,3.0,8.4,SHOW,Everest: Beyond the Limit
2009,29,3.0,8.1,SHOW,Getting On
2006,92,0.0,7.6,MOVIE,Who Killed the Electric Car?
2007,114,0.0,7.3,MOVIE,The Ultimate Gift
2002,25,12.0,6.9,SHOW,Cyberchase
2008,45,6.0,8.0,SHOW,Underbelly
2005,74,0.0,8.2,MOVIE,George Carlin: Life Is Worth Losing
2009,112,0.0,7.9,MOVIE,Evangelion: 2.0 You Can (Not) Advance
2010,25,4.0,6.1,SHOW,Team Umizoomi
2004,89,0.0,5.2,MOVIE,Sleepover
2001,107,0.0,6.4,MOVIE,Sidewalks of New York
2010,94,0.0,5.8,MOVIE,The Reef
2006,22,10.0,6.6,SHOW,The Game
2005,129,0.0,7.2,MOVIE,Breakfast on Pluto
2009,55,7.0,6.8,SHOW,Beauty and the Geek Australia
2009,93,0.0,2.9,MOVIE,The Vanquisher
2008,94,0.0,4.1,MOVIE,Zombie Strippers!
2009,112,0.0,6.0,MOVIE,Raging Phoenix
2008,113,0.0,7.5,MOVIE,Mesrine: Killer Instinct
2004,93,0.0,4.3,MOVIE,Fat Albert
2007,85,0.0,4.4,MOVIE,Nobody
2005,104,0.0,7.2,MOVIE,Pusher 3
2009,103,0.0,7.2,MOVIE,Harry Brown
2002,86,0.0,5.3,MOVIE,Slackers
2002,128,0.0,7.5,MOVIE,All or Nothing
2001,45,4.0,7.6,SHOW,The Secret Life of Us
2002,90,0.0,5.6,MOVIE,Elvira's Haunted Hills
2009,22,5.0,6.1,SHOW,Beyblade: Metal Fusion
2001,98,0.0,7.9,MOVIE,No Man's Land
2010,115,0.0,6.7,MOVIE,22 Bullets
2002,88,0.0,6.0,MOVIE,Lone Star State of Mind
2007,134,0.0,6.8,MOVIE,King Naresuan 1
2002,109,0.0,6.4,MOVIE,Brown Sugar
2006,110,0.0,7.2,MOVIE,Exiled
2002,11,5.0,6.9,SHOW,Mr. Bean: The Animated Series
2008,27,4.0,5.4,SHOW,Sid the Science Kid
2010,93,0.0,6.3,MOVIE,Freakonomics
2002,98,0.0,3.1,MOVIE,Rollerball
2006,24,2.0,8.1,SHOW,Kenichi: The Mightiest Disciple
2001,105,0.0,5.0,MOVIE,Spirit
2002,58,3.0,7.6,SHOW,Rose and Maloney
2008,122,0.0,7.1,MOVIE,Shine a Light
2008,45,1.0,7.0,SHOW,The Legend of Bruce Lee
2010,89,0.0,5.4,MOVIE,Hatchet II
2007,98,0.0,6.0,MOVIE,I Could Never Be Your Woman
2003,38,22.0,8.2,SHOW,Wheeler Dealers
2007,88,0.0,7.2,MOVIE,Jonestown: Paradise Lost
2004,88,0.0,5.5,MOVIE,I Do (but I Don't)
2010,86,0.0,7.6,MOVIE,When You're Strange
2001,44,2.0,7.9,SHOW,Always Greener
2007,29,3.0,6.6,SHOW,WordWorld
2010,48,1.0,7.9,SHOW,Joanna Lumley's Nile
2001,104,0.0,6.6,MOVIE,"Scotland, PA"
2008,99,0.0,5.2,MOVIE,Donkey Punch
2004,26,5.0,7.9,SHOW,Peep and the Big Wide World
2006,23,2.0,7.7,SHOW,Ruby Gloom
2009,88,0.0,5.7,MOVIE,The Note II: Taking a Chance on Love
2007,86,0.0,2.6,MOVIE,Grizzly Rage
2010,95,0.0,4.7,MOVIE,YellowBrickRoad
2008,93,0.0,5.9,MOVIE,Pathology
2009,134,0.0,6.7,MOVIE,Merantau
2009,90,0.0,6.6,MOVIE,Beautiful Kate
2010,112,0.0,7.1,MOVIE,The Whistleblower
2006,103,0.0,5.1,MOVIE,Dynamite Warrior
2003,98,0.0,5.5,MOVIE,Dickie Roberts: Former Child Star
2002,24,2.0,8.1,SHOW,Princess Tutu
2008,86,0.0,5.8,MOVIE,Hank and Mike
2009,107,0.0,5.0,MOVIE,Fame
2001,88,0.0,6.2,MOVIE,CQ
2005,96,0.0,6.2,MOVIE,The Quiet
2009,105,0.0,5.8,MOVIE,Middle Men
2004,104,0.0,7.0,MOVIE,Ladies in Lavender
2002,92,0.0,4.8,MOVIE,Clover Bend
2010,50,0.0,7.4,MOVIE,The Song of Lunch
2006,45,2.0,8.1,SHOW,Intelligence
2009,117,0.0,6.1,MOVIE,In the Electric Mist
2001,24,3.0,6.7,SHOW,Medabots
2010,93,0.0,3.3,MOVIE,Lake Placid 3
2006,30,2.0,6.6,SHOW,Hyperdrive
2010,93,0.0,5.6,MOVIE,Twelve
2003,11,1.0,7.6,SHOW,Cromartie High School
2009,58,6.0,5.9,SHOW,Total Wipeout
2001,92,0.0,4.4,MOVIE,Dying on the Edge
2002,155,0.0,7.5,MOVIE,Out of the Blue
2009,82,0.0,4.7,MOVIE,Do You Know Me
2010,92,0.0,4.7,MOVIE,Main Street
2007,165,0.0,7.2,MOVIE,King Naresuan 2
2002,126,0.0,6.0,MOVIE,Crime and Punishment
2009,17,5.0,5.3,SHOW,The Garfield Show
2003,51,17.0,6.2,SHOW,The Block
2007,113,0.0,6.2,MOVIE,Big Man Japan
2002,21,4.0,8.0,SHOW,Strange Days at Blake Holsey High
2009,106,0.0,6.2,MOVIE,Powder Blue
