release_year,runtime,seasons,imdb_score,type,title
2012,90,0.0,6.6,MOVIE,Loving Miss Hatto
2012,95,0.0,7.8,MOVIE,A Kind of Wonderful Thing
2012,59,1.0,8.2,SHOW,Engineering Giants
2012,109,0.0,6.3,MOVIE,Waiting for the Sea
2011,106,0.0,6.9,MOVIE,Mujhse Fraaandship Karoge
2012,87,0.0,3.6,MOVIE,Doggie Boogie - Get Your Grrr On!
2012,52,0.0,7.3,MOVIE,Josh Blue: Sticky Change
2012,90,0.0,4.9,MOVIE,Streets
2011,60,0.0,7.8,MOVIE,Billy Gardell: Halftime
2011,124,0.0,7.9,MOVIE,Mala Aai Vhhaychy!
2012,88,0.0,5.0,MOVIE,Switchin' The Script
2012,141,0.0,2.9,MOVIE,Oru Nadigaiyin Vakkumoolam
2011,162,0.0,8.2,MOVIE,Deiva Thirumagal
2011,106,0.0,4.8,MOVIE,Luv Ka The End
2012,96,0.0,4.5,MOVIE,Beneath the Darkness
2011,90,0.0,5.1,MOVIE,Exposed
2011,97,0.0,5.4,MOVIE,Treasure Inn
2011,90,0.0,5.5,MOVIE,Monsieur Papa
2012,90,0.0,4.8,MOVIE,Ambush at Dark Canyon
2011,88,0.0,4.9,MOVIE,The Marquis
2011,95,0.0,4.1,MOVIE,American Animal
2011,121,0.0,6.7,MOVIE,Overheard 2
2012,23,2.0,2.6,SHOW,OH NO! It's An Alien Invasion
2011,25,1.0,7.6,SHOW,Kimchi Chronicles
2012,92,0.0,4.7,MOVIE,Collapse
2012,109,0.0,5.0,MOVIE,Heathens and Thieves
2012,87,0.0,5.4,MOVIE,Last Hours in Suburbia
2012,76,0.0,5.1,MOVIE,A Haunting on Potter Street: The Potter Street Station
2012,127,0.0,7.1,MOVIE,Kadhalil Sodhappuvadhu Yeppadi
2011,23,1.0,6.2,SHOW,Dream Defenders
2012,104,0.0,6.4,MOVIE,The Lithium Conspiracy
2012,80,0.0,7.6,MOVIE,Gold Fools
2011,45,9.0,5.9,SHOW,Ghost Finders
2012,74,0.0,5.6,MOVIE,Girls Like Us
2012,70,0.0,6.9,MOVIE,Galapagos Realm Of Giant Sharks
2011,95,0.0,6.2,MOVIE,My Country
2012,97,0.0,6.7,MOVIE,The Lies We Tell But the Secrets We Keep Part 2
2012,90,0.0,5.6,MOVIE,Lake Effects
2012,81,0.0,4.0,MOVIE,Last Call
2012,82,0.0,7.6,MOVIE,The Perfect Victim
2011,90,0.0,6.1,MOVIE,At the Gate of the Ghost
2011,157,0.0,3.6,MOVIE,Osthe
2012,90,0.0,5.8,MOVIE,A Mother's Nightmare
2011,92,0.0,6.6,MOVIE,Corrode
2012,81,0.0,5.3,MOVIE,The Crew
2012,138,0.0,7.3,MOVIE,Saattai
2011,105,0.0,6.6,MOVIE,A Mother's Love
2011,54,0.0,6.2,MOVIE,Facebook Follies
2011,60,0.0,8.4,MOVIE,Heavenly
2012,22,1.0,7.1,SHOW,Treasure Trader
2012,92,0.0,3.5,MOVIE,Recognize
2012,108,0.0,4.5,MOVIE,Ajinkya
2012,87,0.0,5.8,MOVIE,A Secret World
2011,90,0.0,6.4,MOVIE,Dear Santa
2011,46,0.0,6.7,MOVIE,Nick Di Paolo: Raw Nerve
2011,100,0.0,5.8,MOVIE,Finding Me: Truth
2012,90,0.0,5.2,MOVIE,Teenage Bank Heist
2012,133,0.0,2.8,MOVIE,Ishtam
2011,52,0.0,6.2,MOVIE,"Debra Digiovanni: Single, Awkward, Female"
2011,79,0.0,8.1,MOVIE,The Hole Story
2012,125,0.0,5.7,MOVIE,Marina
2012,90,0.0,5.9,MOVIE,Rifftrax: Frankenstein Island
2012,58,0.0,7.9,MOVIE,Maggie's War (James Megellas: All The Way To Berlin)
2012,79,0.0,6.1,MOVIE,The Custodian
2012,90,0.0,3.4,MOVIE,Hell's Fury: Wanted Dead or Alive
2012,54,0.0,7.9,MOVIE,Jake Shimabukuro: Life on Four Strings
2011,150,0.0,6.0,MOVIE,Shatru
2011,82,0.0,7.6,MOVIE,Eddie Griffin: You Can Tell 'Em I Said It
2011,150,0.0,6.9,MOVIE,Sri Rama Rajyam
2012,90,0.0,6.9,MOVIE,Aarohanam
2011,86,0.0,4.7,MOVIE,The License
2012,140,0.0,6.9,MOVIE,Sundarapandian
2012,91,0.0,4.4,MOVIE,One Hit From Home
2012,82,0.0,6.9,MOVIE,Craig Shoemaker: Daditude
2011,145,0.0,5.5,MOVIE,Hello Memsaheb
2011,125,0.0,6.9,MOVIE,Rang Milanti
2012,58,0.0,8.3,MOVIE,A Company Of Heroes
2012,104,0.0,5.9,MOVIE,They Come to America
2012,57,0.0,6.7,MOVIE,The Black Kung Fu Experience
2011,118,0.0,8.7,MOVIE,"Bravo! Common Men, Uncommon Valor"
2012,42,2.0,7.6,SHOW,Richard Hammond's Crash Course
2012,115,0.0,8.3,MOVIE,Vazhakku Enn 18/9
2012,56,0.0,5.8,MOVIE,"Tom Rhodes: Light, Sweet, Crude"
2011,77,0.0,1.5,MOVIE,Hell at My Heels
2012,30,0.0,7.1,MOVIE,Vitality
2011,87,0.0,7.6,MOVIE,The Connecticut Kid
2012,153,0.0,3.2,MOVIE,Simhasanam
2012,150,0.0,5.1,MOVIE,18 Vayasu
2011,12,1.0,5.7,SHOW,The Davincibles
2011,92,0.0,3.4,MOVIE,Fist 2 Fist
2012,78,0.0,6.1,MOVIE,Bryan Callen: Man Class
2011,52,0.0,5.6,MOVIE,Grinders
2012,157,0.0,5.2,MOVIE,Khokababu
2011,87,0.0,5.3,MOVIE,Moon Point
2011,80,0.0,5.0,MOVIE,The Key Man
2011,151,0.0,7.4,MOVIE,Tambyacha Vishnubala
2012,85,0.0,5.4,MOVIE,Win by Fall
2012,90,0.0,5.3,MOVIE,Jacob's Hammer
2011,100,0.0,4.4,MOVIE,Nick Cannon Mr. Showbiz
2012,50,0.0,7.2,MOVIE,The People of the Kattawapiskak River
2012,120,0.0,4.7,MOVIE,Parts of the Same Circle
2011,127,0.0,6.3,MOVIE,Sharyat
2011,79,0.0,5.8,MOVIE,On the Outside
2012,57,0.0,8.3,MOVIE,Dick Winters: Hang Tough
2011,71,0.0,1.5,MOVIE,Little Bite in the Big City
2011,160,0.0,6.3,MOVIE,"Fighter, Marbo Noy Morbo"
2012,85,0.0,5.2,MOVIE,This Is Who I Am
2011,114,0.0,8.2,MOVIE,Gajaar: Journey of the Soul
2012,78,0.0,6.9,MOVIE,Legend of a Warrior
2012,94,0.0,6.0,MOVIE,Aayna Ka Bayna
2011,80,1.0,8.3,SHOW,The Terror Routes
2013,45,6.0,8.5,SHOW,Vikings
2014,56,4.0,8.2,SHOW,Black Sails
2013,48,6.0,8.4,SHOW,The Americans
2013,61,3.0,8.1,SHOW,The Fall
2013,25,4.0,8.9,SHOW,Nathan For You
2013,88,0.0,7.2,MOVIE,Coherence
2013,90,8.0,8.6,SHOW,Endeavour
2013,53,7.0,8.3,SHOW,Ray Donovan
2013,116,0.0,7.0,MOVIE,World War Z
2013,104,0.0,7.4,MOVIE,Inside Llewyn Davis
2013,130,0.0,6.4,MOVIE,Pain & Gain
2013,60,1.0,7.8,SHOW,The White Queen
2014,29,3.0,8.6,SHOW,Detectorists
2014,58,2.0,8.2,SHOW,The Missing
2014,52,7.0,7.9,SHOW,Grantchester
2013,132,0.0,7.7,MOVIE,Star Trek Into Darkness
2013,104,0.0,6.5,MOVIE,Oculus
2013,115,0.0,7.7,MOVIE,Nebraska
2013,100,0.0,5.9,MOVIE,Carrie
2013,51,2.0,8.4,SHOW,Utopia
2014,59,5.0,7.9,SHOW,The Affair
2013,47,3.0,7.8,SHOW,The Tunnel
2013,43,2.0,7.6,SHOW,The Bridge
2013,90,0.0,6.4,MOVIE,Europa Report
2014,22,6.0,5.5,SHOW,Blaze and the Monster Machines
2013,83,0.0,8.1,MOVIE,Blackfish
2013,54,3.0,7.9,SHOW,Da Vinci's Demons
2013,51,4.0,6.8,SHOW,Rogue
2013,110,0.0,5.7,MOVIE,G.I. Joe: Retaliation
2014,122,0.0,7.3,MOVIE,The Hundred-Foot Journey
2013,59,2.0,7.7,SHOW,The Village
2013,50,1.0,8.1,SHOW,A Very British Murder with Lucy Worsley
2013,93,0.0,6.8,MOVIE,What If
2013,88,0.0,6.1,MOVIE,Hansel & Gretel: Witch Hunters
2014,56,3.0,7.8,SHOW,The Musketeers
2013,98,0.0,6.2,MOVIE,Fading Gigolo
2013,80,0.0,7.4,MOVIE,Ida
2014,54,2.0,7.4,SHOW,Hand of God
2013,78,0.0,6.1,MOVIE,Ukraine Is Not a Brothel
2014,90,0.0,6.7,MOVIE,Faults
2014,88,0.0,5.7,MOVIE,Honeymoon
2013,92,0.0,6.5,MOVIE,Jackass Presents: Bad Grandpa
2014,90,0.0,6.0,MOVIE,The Taking of Deborah Logan
2013,44,8.0,8.4,SHOW,Portrait Artist of the Year
2013,100,0.0,6.8,MOVIE,Odd Thomas
2014,57,5.0,7.7,SHOW,Our Girl
2013,86,0.0,3.3,MOVIE,Sharknado
2013,99,0.0,6.4,MOVIE,Anna
2014,95,0.0,5.5,MOVIE,The Silent Mountain
2013,99,0.0,5.9,MOVIE,Phantom
2013,92,1.0,8.5,SHOW,Generation War
2014,90,0.0,5.1,MOVIE,Allies
2013,45,2.0,5.8,SHOW,Atlantis
2014,122,0.0,7.8,MOVIE,Pride
2013,46,1.0,6.5,SHOW,Jo
2014,44,1.0,7.1,SHOW,Gracepoint
2013,42,5.0,7.9,SHOW,The Fosters
2013,91,1.0,7.3,SHOW,The Great Train Robbery
2014,26,3.0,7.9,SHOW,Red Oaks
2013,118,0.0,5.7,MOVIE,Romeo & Juliet
2014,28,4.0,8.1,SHOW,Mozart in the Jungle
2013,118,0.0,5.0,MOVIE,Battle of Westerplatte
2013,53,1.0,6.6,SHOW,Mayday
2013,45,1.0,6.8,SHOW,Spies of Warsaw
2014,85,0.0,6.2,MOVIE,Afflicted
2014,47,6.0,7.2,SHOW,The Island with Bear Grylls
2014,57,3.0,8.1,SHOW,Big Dreams Small Spaces
2014,46,2.0,7.2,SHOW,Prey
2014,114,0.0,6.9,MOVIE,Hector and the Search for Happiness
2014,100,0.0,6.9,MOVIE,Dead Snow 2: Red vs. Dead
2014,29,5.0,7.8,SHOW,Transparent
2014,23,3.0,7.2,SHOW,Odd Squad
2014,47,3.0,8.7,SHOW,Penelope Keith's Hidden Villages
2014,89,0.0,5.7,MOVIE,Earth to Echo
2014,84,0.0,5.7,MOVIE,The Angriest Man in Brooklyn
2013,24,7.0,5.9,SHOW,The Next Step
2014,78,0.0,5.2,MOVIE,Boys
2014,99,0.0,8.1,MOVIE,Valley Uprising
2013,94,0.0,2.8,MOVIE,Scavengers
2014,92,0.0,6.3,MOVIE,Before I Go to Sleep
2013,107,0.0,5.7,MOVIE,After the Dark
2013,86,0.0,5.5,MOVIE,Knights of Badassdom
2013,85,0.0,4.4,MOVIE,Blood of Redemption
2013,98,0.0,5.6,MOVIE,The Lifeguard
2013,43,2.0,7.4,SHOW,The Killer Speaks
2014,98,0.0,6.2,MOVIE,Cuban Fury
2013,95,0.0,5.7,MOVIE,Afternoon Delight
2014,90,1.0,7.7,SHOW,INXS : Never Tear Us Apart
2013,47,2.0,7.4,SHOW,The Mill
2014,112,0.0,7.0,MOVIE,The Grand Seduction
2013,27,2.0,7.5,SHOW,Alpha House
2014,115,0.0,7.1,MOVIE,The Dark Valley
2013,19,3.0,6.4,SHOW,The Cat in the Hat Knows a Lot About That!
2013,120,0.0,5.9,MOVIE,Ragnarok
2013,90,0.0,8.1,MOVIE,Broadway Musicals: A Jewish Legacy
2013,83,0.0,3.2,MOVIE,The Starving Games
2014,111,0.0,7.1,MOVIE,A Brilliant Young Mind
2014,85,0.0,6.3,MOVIE,Two Night Stand
2013,35,1.0,6.8,SHOW,Xiaolin Chronicles
2013,43,1.0,7.5,SHOW,My Love From Another Star
2014,43,1.0,7.0,SHOW,The Smoke
2013,45,3.0,7.4,SHOW,WPC 56
2014,98,0.0,4.6,MOVIE,Outcast
2014,12,10.0,5.9,SHOW,Super Wings!
2014,100,0.0,7.2,MOVIE,No No: A Dockumentary
2013,47,1.0,7.0,SHOW,Low Winter Sun
2014,72,0.0,6.8,MOVIE,The History of Time Travel
2014,63,0.0,7.8,MOVIE,Sebastian Maniscalco: Aren't You Embarrassed?
2013,104,0.0,7.0,MOVIE,100 Days
2013,106,0.0,5.6,MOVIE,Paranoia
2014,88,0.0,4.7,MOVIE,The Hunted
2013,122,0.0,6.6,MOVIE,The Flu
2014,86,0.0,4.0,MOVIE,Sharknado 2: The Second One
2014,89,1.0,7.8,SHOW,13 Nights of Elvira
2013,93,0.0,6.4,MOVIE,Le Week-End
2014,61,1.0,7.9,SHOW,ANZAC Girls
2014,131,0.0,6.5,MOVIE,Rise of the Legend
2013,115,0.0,6.4,MOVIE,Space Pirate Captain Harlock
2013,24,1.0,6.1,SHOW,Wendy
2014,57,4.0,7.3,SHOW,The Great Interior Design Challenge
2014,97,0.0,7.4,MOVIE,That Sugar Film
2014,88,0.0,5.7,MOVIE,Miss Meadows
2014,91,0.0,5.2,MOVIE,Wolves
2013,89,0.0,5.7,MOVIE,Hatchet III
2014,79,0.0,4.7,MOVIE,Night of the Living Dead
2014,28,4.0,6.9,SHOW,Survivor's Remorse
2014,100,0.0,7.1,MOVIE,The Road Within
2014,49,13.0,8.8,SHOW,Great Canal Journeys
2014,42,1.0,7.1,SHOW,Fat Tony & Co
2013,56,0.0,7.7,MOVIE,Anna May Wong: In Her Own Words
2014,104,0.0,6.9,MOVIE,Heaven Adores You
2014,94,0.0,5.7,MOVIE,The Love Punch
2014,86,0.0,3.6,MOVIE,The Hungover Games
2013,118,0.0,6.6,MOVIE,Mystery Road
2013,100,0.0,5.4,MOVIE,Goodbye World
2014,99,0.0,6.4,MOVIE,Gemma Bovery
2013,19,2.0,7.8,SHOW,Peg + Cat
2013,23,4.0,8.7,SHOW,Tumble Leaf
2013,75,0.0,8.0,MOVIE,Mike Birbiglia: My Girlfriend's Boyfriend
2014,43,1.0,6.3,SHOW,Mind Games
2014,115,0.0,7.7,MOVIE,Gett: The Trial of Viviane Amsalem
2013,90,0.0,4.2,MOVIE,Ass Backwards
2013,89,0.0,7.1,MOVIE,Minuscule: Valley of the Lost Ants
2013,92,0.0,7.6,MOVIE,Antarctica: A Year on Ice
2014,96,0.0,5.6,MOVIE,No Clue
2014,152,0.0,7.6,MOVIE,Cocaine Cowboys: Reloaded
2014,97,0.0,5.4,MOVIE,Walking on Sunshine
2013,120,0.0,5.9,MOVIE,Very Good Girls
2014,53,1.0,7.1,SHOW,From There to Here
2014,128,0.0,5.2,MOVIE,Forbidden Empire
2014,98,0.0,5.6,MOVIE,Dark Was the Night
2014,61,1.0,7.4,SHOW,Witch’s Romance
2014,116,0.0,6.7,MOVIE,No Tears for the Dead
2014,46,1.0,6.5,SHOW,Undeniable
2014,86,0.0,5.4,MOVIE,The Longest Week
2013,97,0.0,5.0,MOVIE,Magic Magic
2014,109,0.0,5.1,MOVIE,After the Fall
2013,79,0.0,6.6,MOVIE,Geography Club
2013,24,2.0,5.3,SHOW,Storage Wars: Northern Treasures
2014,57,1.0,8.6,SHOW,Secrets of the Castle
2013,99,0.0,6.0,MOVIE,Assault on Wall Street
2013,86,0.0,6.1,MOVIE,The Lady Vanishes
2014,94,0.0,5.8,MOVIE,And So It Goes
2014,103,0.0,5.7,MOVIE,Falcon Rising
2014,90,0.0,5.6,MOVIE,Sex Ed
2013,85,0.0,7.3,MOVIE,Eddie Izzard: Force Majeure Live
2014,46,3.0,8.1,SHOW,Ekaterina
2013,80,0.0,4.7,MOVIE,Home Sweet Home
2014,96,0.0,6.4,MOVIE,About Alex
2014,41,6.0,4.9,SHOW,Love & Hip Hop Hollywood
2013,43,2.0,6.7,SHOW,The Face
2013,103,0.0,5.7,MOVIE,A Night in Old Mexico
2013,45,1.0,6.5,SHOW,Love and Marriage
2013,61,1.0,8.6,SHOW,Tudor Monastery Farm
2013,85,0.0,5.2,MOVIE,Vehicle 19
2014,91,0.0,5.6,MOVIE,Where the Road Runs Out
2013,64,0.0,7.1,MOVIE,Kathleen Madigan: Madigan Again
2014,105,0.0,6.1,MOVIE,Felony
2014,88,0.0,3.4,MOVIE,10.0 Earthquake
2013,28,3.0,7.9,SHOW,Bluestone 42
2014,22,1.0,7.9,SHOW,London Live
2014,22,3.0,7.0,SHOW,Yu-Gi-Oh! Arc-V
2014,94,0.0,6.0,MOVIE,We Still Kill the Old Way
2014,82,0.0,7.5,MOVIE,Maidentrip
2013,60,0.0,6.7,MOVIE,Anjelah Johnson: The Homecoming Show
2014,98,0.0,4.8,MOVIE,The Woman in Black 2: Angel of Death
2014,86,0.0,4.3,MOVIE,Debug
2013,96,0.0,3.9,MOVIE,Dragon Day
2014,80,0.0,4.7,MOVIE,Teen Lust
2013,120,0.0,3.4,MOVIE,5 Souls
2014,88,0.0,4.5,MOVIE,Bad Johnson
2014,21,4.0,7.3,SHOW,LoliRock
2014,74,0.0,7.7,MOVIE,Tom Segura: Completely Normal
2013,26,1.0,7.0,SHOW,Betas
2013,106,0.0,6.1,MOVIE,Half of a Yellow Sun
2013,87,0.0,5.3,MOVIE,Delivery: The Beast Within
2014,60,0.0,7.7,MOVIE,Chris Porter: Ugly and Angry
2013,105,0.0,6.0,MOVIE,The Ultimate Life
2014,104,0.0,7.3,MOVIE,You're Not You
2014,118,0.0,7.5,MOVIE,Filmed in Supermarionation
2014,85,0.0,5.8,MOVIE,A Wife's Nightmare
2014,79,0.0,5.9,MOVIE,Maya the Bee Movie
2014,100,0.0,7.5,MOVIE,Stop at Nothing: The Lance Armstrong Story
2014,66,0.0,7.2,MOVIE,Little White Lie
2013,93,0.0,6.1,MOVIE,I'll Follow You Down
2014,79,0.0,1.3,MOVIE,Saving Christmas
2013,100,0.0,6.5,MOVIE,One Small Hitch
2014,84,0.0,3.1,MOVIE,The Ganzfeld Haunting
2013,89,0.0,7.1,MOVIE,Valentine Road
2013,96,0.0,6.9,MOVIE,White Lies
2014,109,0.0,6.2,MOVIE,Jamesy Boy
2014,86,0.0,5.8,MOVIE,Saul: The Journey to Damascus
2013,104,0.0,5.2,MOVIE,The Protector 2
2013,49,2.0,5.6,SHOW,Ip Man
2014,84,0.0,5.4,MOVIE,Nanny Cam
2013,59,0.0,7.9,MOVIE,Hunt vs Lauda: F1's Greatest Racing Rivals
2013,75,0.0,6.6,MOVIE,Iliza Shlesinger: War Paint
2013,173,0.0,5.5,MOVIE,Dhoom 3
2014,86,0.0,6.6,MOVIE,Animal
2014,60,1.0,8.2,SHOW,The Secrets of Quantum Physics
2013,83,0.0,5.6,MOVIE,Almost in Love
2014,86,0.0,5.7,MOVIE,Song One
2013,48,2.0,7.4,SHOW,Mischievous Kiss: Love in Tokyo
2014,90,0.0,6.4,MOVIE,Apple Mortgage Cake
2014,103,0.0,6.3,MOVIE,The Mule
2014,98,0.0,6.5,MOVIE,All-Stars
2013,91,0.0,5.3,MOVIE,The Bridgewater Triangle
2013,43,2.0,5.2,SHOW,Marriage Boot Camp: Bridezillas
2013,92,0.0,7.6,MOVIE,My Name Is Salt
2014,88,0.0,5.0,MOVIE,Legends of Oz: Dorothy's Return
2014,80,0.0,6.5,MOVIE,Killing Jimmy Hoffa
2014,109,0.0,6.5,MOVIE,Fishing Without Nets
2013,104,0.0,6.9,MOVIE,Belle and Sebastian
2013,43,5.0,5.9,SHOW,Yukon Gold
2014,92,0.0,5.1,MOVIE,Zapped
2014,110,0.0,6.5,MOVIE,Elephant Song
2014,56,2.0,8.4,SHOW,James May's Cars of the People
2013,92,0.0,5.5,MOVIE,C.O.G.
2014,109,0.0,7.8,MOVIE,The Price of Honor
2013,98,0.0,5.9,MOVIE,Wedding Palace
2014,106,0.0,7.5,MOVIE,Nowitzki: The Perfect Shot
2013,82,0.0,3.4,MOVIE,Treasure Chest of Horrors 2
2013,84,0.0,5.1,MOVIE,The Miracle of Life
2014,86,0.0,5.8,MOVIE,Someone Marry Barry
2013,99,0.0,8.2,MOVIE,Spirit of Love: The Mike Glenn Story
2013,80,0.0,4.4,MOVIE,The Happy House
2013,98,0.0,7.1,MOVIE,Starring Adam West
2013,76,0.0,6.5,MOVIE,Anita
2014,22,2.0,7.3,SHOW,Almost Royal
2014,69,0.0,6.9,MOVIE,Nancy Wake: The White Mouse
2013,107,0.0,4.3,MOVIE,Duke
2014,90,0.0,3.6,MOVIE,Elimination Game
2013,99,0.0,5.4,MOVIE,The Adventurer: The Curse of the Midas Box
2014,90,0.0,5.2,MOVIE,There's Always Woodstock
2013,80,0.0,5.0,MOVIE,The Legend of Sarila
2014,90,0.0,5.9,MOVIE,Jackie & Ryan
2014,96,0.0,6.2,MOVIE,Paper Planes
2013,83,0.0,6.4,MOVIE,Burton and Taylor
2013,4,1.0,8.3,SHOW,Animanimals
2013,88,0.0,7.3,MOVIE,Linsanity
2014,77,0.0,4.1,MOVIE,The Hero of Color City
2013,60,0.0,7.1,MOVIE,Caligula with Mary Beard
2013,81,0.0,7.1,MOVIE,Craig Ferguson: I'm Here to Help
2013,59,1.0,8.1,SHOW,Rick Stein's India
2014,93,0.0,6.1,MOVIE,Rampage: Capital Punishment
2014,90,0.0,7.6,MOVIE,That Day We Sang
2013,60,0.0,6.5,MOVIE,Tammy Pescatelli: Finding the Funny
2014,100,0.0,7.7,MOVIE,Higher
2014,93,0.0,5.7,MOVIE,Ride
2014,95,0.0,7.1,MOVIE,The Sheik
2013,55,0.0,5.3,MOVIE,Bob Saget: That's What I'm Talking About
2013,80,0.0,2.5,MOVIE,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo
2014,120,0.0,8.2,MOVIE,The Culture High
2013,56,1.0,8.1,SHOW,Superheroes: A Never-Ending Battle
2013,88,0.0,6.2,MOVIE,The Monkey's Paw
2013,32,2.0,9.0,SHOW,L.A. Frock Stars
2014,93,0.0,6.7,MOVIE,The Hornet's Nest
2013,86,0.0,6.2,MOVIE,A Birder's Guide to Everything
2013,59,0.0,7.3,MOVIE,Tom Papa: Freaked Out
2014,62,0.0,7.4,MOVIE,New Initial D the Movie - Legend 1: Awakening
2014,108,0.0,4.7,MOVIE,Tyfelstei: An Alpine Horror Tale
2014,86,0.0,4.8,MOVIE,The Surface
2014,96,0.0,6.0,MOVIE,The Truth About Emanuel
2014,86,0.0,4.7,MOVIE,Anatomy of a Love Seen
2013,90,0.0,5.7,MOVIE,Time of Death
2014,4,2.0,7.7,SHOW,Leo the Truck
2014,90,0.0,4.7,MOVIE,8 Days
2014,25,4.0,8.5,SHOW,Some Assembly Required
2013,80,0.0,5.8,MOVIE,Knuckle Jack
2014,86,0.0,5.2,MOVIE,Guardians Of The Crown
2013,82,0.0,7.1,MOVIE,Wodehouse In Exile
2013,89,0.0,7.1,MOVIE,If I Had Wings
2013,53,1.0,7.2,SHOW,Constitution USA with Peter Sagal
2014,98,0.0,6.0,MOVIE,Dr. Cabbie
2013,89,0.0,4.1,MOVIE,Breakout
2013,114,0.0,5.8,MOVIE,Home Run
2014,80,0.0,6.9,MOVIE,Top Spin
2014,84,0.0,5.6,MOVIE,#Stuck
2013,91,0.0,6.9,MOVIE,Getting Go: The Go Doc Project
2014,87,0.0,6.4,MOVIE,City of Dead Men
2013,47,3.0,7.4,SHOW,Medieval Dead
2014,93,0.0,4.9,MOVIE,Believe Me
2014,109,0.0,5.6,MOVIE,Preggoland
2014,6,3.0,8.4,SHOW,Brain Candy TV
2013,92,0.0,4.8,MOVIE,Awful Nice
2014,111,0.0,6.6,MOVIE,Brotherhood of Blades
2014,85,0.0,5.1,MOVIE,Pants on Fire
2013,87,0.0,4.6,MOVIE,The Haunting of Helena
2014,92,0.0,4.3,MOVIE,Authors Anonymous
2013,141,0.0,5.8,MOVIE,Shuddh Desi Romance
2013,89,0.0,5.1,MOVIE,The Wrong Woman
2013,118,0.0,6.9,MOVIE,Reaching for the Moon
2013,85,0.0,3.4,MOVIE,Sx_Tape
2014,86,0.0,6.1,MOVIE,Dear Viola
2013,118,0.0,4.3,MOVIE,I'm in Love with a Church Girl
2013,88,0.0,6.9,MOVIE,Levitated Mass
2013,94,0.0,5.6,MOVIE,Sunlight Jr.
2014,110,0.0,5.2,MOVIE,"Rio, I Love You"
2013,72,0.0,4.7,MOVIE,Bold Eagles
2014,115,0.0,7.4,MOVIE,Mr. Dynamite - The Rise of James Brown
2014,98,0.0,5.4,MOVIE,Catch Hell
2013,137,0.0,6.9,MOVIE,Fukrey
2013,99,0.0,5.8,MOVIE,Ephraim's Rescue
2014,107,0.0,5.2,MOVIE,The Identical
2014,86,0.0,4.8,MOVIE,Smaylik
2013,100,0.0,6.6,MOVIE,Wish You Well
2013,130,0.0,6.6,MOVIE,Jappeloup
2013,94,0.0,5.5,MOVIE,Willed to Kill
2014,110,0.0,6.5,MOVIE,Fasten Your Seatbelts
2013,77,0.0,6.0,MOVIE,FrackNation
2014,100,0.0,5.2,MOVIE,Lovesick
2013,93,0.0,6.7,MOVIE,The German Doctor
2013,103,0.0,4.0,MOVIE,Euro Trapped
2014,47,1.0,5.4,SHOW,"Mud, Sweat and Gears"
2014,141,0.0,6.8,MOVIE,Hasee Toh Phasee
2014,94,0.0,6.1,MOVIE,Take Care
2013,160,0.0,7.6,MOVIE,Raja Rani
2014,90,0.0,3.3,MOVIE,Pro Wrestlers vs Zombies
2013,86,0.0,7.3,MOVIE,Hawking
2014,67,0.0,6.2,MOVIE,Henry & Me
2014,113,0.0,7.7,MOVIE,The Who Sensation: The Story of Tommy
2014,90,0.0,7.1,MOVIE,The Chef's Wife
2014,91,0.0,6.2,MOVIE,Decoding Annie Parker
2013,118,0.0,5.6,MOVIE,Copperhead
2014,121,0.0,5.5,MOVIE,The Midnight After
2013,105,0.0,3.2,MOVIE,Axeman at Cutter's Creek
2013,45,0.0,7.0,MOVIE,The Last Witch
2013,90,0.0,4.6,MOVIE,Some Girl(s)
2013,160,0.0,6.7,MOVIE,Sahasam
2014,88,0.0,5.1,MOVIE,The Blackout
2013,112,0.0,5.0,MOVIE,Petunia
2013,100,0.0,6.1,MOVIE,The Christmas Candle
2014,23,4.0,6.4,SHOW,Annedroids
2014,106,0.0,6.9,MOVIE,Jayhawkers
2013,80,0.0,5.9,MOVIE,Pit Stop
2014,90,0.0,5.1,MOVIE,Tom Sawyer & Huckleberry Finn
2014,109,0.0,4.8,MOVIE,When Love Happens
2013,92,0.0,4.8,MOVIE,Heatstroke
2014,81,0.0,5.0,MOVIE,Predatory Lender
2014,52,0.0,7.6,MOVIE,The Saturn V Story
2014,85,0.0,4.5,MOVIE,Jungle Shuffle
2014,96,0.0,4.7,MOVIE,McCanick
2014,152,0.0,2.2,MOVIE,Gunday
2013,86,0.0,6.1,MOVIE,Christmas on the Bayou
2014,134,0.0,5.7,MOVIE,Ink & Steel
2014,141,0.0,6.3,MOVIE,The Taking of Tiger Mountain
2014,95,0.0,4.7,MOVIE,Electric Slide
2014,98,0.0,6.2,MOVIE,Desert Dancer
2013,85,0.0,5.6,MOVIE,Tasting Menu
2014,95,0.0,4.2,MOVIE,Apartment Troubles
2014,87,0.0,5.7,MOVIE,Coming Home for Christmas
2013,94,0.0,6.4,MOVIE,Tru Love
2014,132,0.0,6.0,MOVIE,Dabbe 5: Zehr-i Cin
2014,49,1.0,6.9,SHOW,Knock Knock Ghost
2014,82,0.0,2.3,MOVIE,Avalanche Sharks
2014,29,1.0,6.7,SHOW,Building Dream Homes
2013,90,0.0,5.0,MOVIE,Love Is Not What It Used to Be
2013,88,0.0,6.9,MOVIE,A Year in Burgundy
2014,113,0.0,7.3,MOVIE,Mardaani
2014,96,0.0,6.4,MOVIE,Sitting On The Edge Of Marlene
